Site,year,NDVI,NDWI,cloud_cover,longitude,latitude,bloom,month,day_of_year,day_of_month,is_spring,is_summer,is_fall,is_winter
Non_Bloom_2,2024,0.0836628827384092,-0.123153544692686,30.13,-115.25971154704328,36.19595474635144,0,8,214,1,0,1,0,0
Non_Bloom_3,2024,0.0659515347943334,-0.1050920541720516,30.13,-115.1219003096022,36.01894604348756,0,8,214,1,0,1,0,0
Non_Bloom_4,2024,0.0598153623438361,-0.0922790719695046,30.13,-115.11787471234813,36.19695663260334,0,8,214,1,0,1,0,0
Non_Bloom_2,2024,0.0825911065478421,-0.1216027770483592,11.23,-115.25971154704328,36.19595474635144,0,8,230,17,0,1,0,0
Non_Bloom_3,2024,0.0676446259813549,-0.1030567832133636,11.23,-115.1219003096022,36.01894604348756,0,8,230,17,0,1,0,0
Non_Bloom_4,2024,0.0670403174217874,-0.0989737152211319,11.23,-115.11787471234813,36.19695663260334,0,8,230,17,0,1,0,0
Non_Bloom_2,2024,0.0795250218378542,-0.1189247526934258,3.27,-115.25971154704328,36.19595474635144,0,9,246,2,0,0,1,0
Non_Bloom_3,2024,0.0662424094140935,-0.1063315750978117,3.27,-115.1219003096022,36.01894604348756,0,9,246,2,0,0,1,0
Non_Bloom_4,2024,0.05887431453083,-0.091356023953365,3.27,-115.11787471234813,36.19695663260334,0,9,246,2,0,0,1,0
Non_Bloom_2,2024,0.0780135273872238,-0.1174050047544343,0.02,-115.25971154704328,36.19595474635144,0,9,262,18,0,0,1,0
Non_Bloom_3,2024,0.0646064975821198,-0.1047448062046341,0.02,-115.1219003096022,36.01894604348756,0,9,262,18,0,0,1,0
Non_Bloom_4,2024,0.0572603489947446,-0.0900504389719273,0.02,-115.11787471234813,36.19695663260334,0,9,262,18,0,0,1,0
Non_Bloom_2,2024,0.0795270633410365,-0.1177483158382126,0.23,-115.25971154704328,36.19595474635144,0,10,278,4,0,0,1,0
Non_Bloom_3,2024,0.065299221862094,-0.1044730461902419,0.23,-115.1219003096022,36.01894604348756,0,10,278,4,0,0,1,0
Non_Bloom_4,2024,0.0575529137277576,-0.0900350097138573,0.23,-115.11787471234813,36.19695663260334,0,10,278,4,0,0,1,0
Non_Bloom_2,2024,0.0803748647826385,-0.1171503730297338,0.05,-115.25971154704328,36.19595474635144,0,10,294,20,0,0,1,0
Non_Bloom_3,2024,0.0661400960549487,-0.1034819987068358,0.05,-115.1219003096022,36.01894604348756,0,10,294,20,0,0,1,0
Non_Bloom_4,2024,0.0583054612718812,-0.0889424579385981,0.05,-115.11787471234813,36.19695663260334,0,10,294,20,0,0,1,0
Non_Bloom_2,2024,0.0757979857091046,-0.1140992948624371,0.51,-115.25971154704328,36.19595474635144,0,11,326,21,0,0,1,0
Non_Bloom_3,2024,0.0628355282866212,-0.1008015121099269,0.51,-115.1219003096022,36.01894604348756,0,11,326,21,0,0,1,0
Non_Bloom_4,2024,0.0534076206374994,-0.0854714875295645,0.51,-115.11787471234813,36.19695663260334,0,11,326,21,0,0,1,0
Non_Bloom_2,2024,0.0733081331365627,-0.1117495168158664,0.23,-115.25971154704328,36.19595474635144,0,12,342,7,0,0,0,1
Non_Bloom_3,2024,0.061065447601988,-0.0986619634663342,0.23,-115.1219003096022,36.01894604348756,0,12,342,7,0,0,0,1
Non_Bloom_4,2024,0.0517586452004495,-0.0837297795073471,0.23,-115.11787471234813,36.19695663260334,0,12,342,7,0,0,0,1
Non_Bloom_2,2024,0.0619844891552122,-0.0968145131043039,41.84,-115.25971154704328,36.19595474635144,0,12,358,23,0,0,0,1
Non_Bloom_3,2024,0.0496102672726785,-0.0843825258715155,41.84,-115.1219003096022,36.01894604348756,0,12,358,23,0,0,0,1
Non_Bloom_4,2024,0.0530612473087867,-0.0853032990314263,41.84,-115.11787471234813,36.19695663260334,0,12,358,23,0,0,0,1
Non_Bloom_2,2024,0.0836436655446985,-0.1220807634126843,24.37,-115.25971154704328,36.19595474635144,0,1,13,13,0,0,0,1
Non_Bloom_2,2024,0.0776739372370206,-0.1170019494884431,1.73,-115.25971154704328,36.19595474635144,0,1,29,29,0,0,0,1
Non_Bloom_2,2024,0.078071533663803,-0.1182330459646552,34.48,-115.25971154704328,36.19595474635144,0,2,45,14,0,0,0,1
Non_Bloom_2,2024,0.0813352696570469,-0.1214439588529004,1.94,-115.25971154704328,36.19595474635144,0,3,61,1,1,0,0,0
Non_Bloom_2,2024,0.0824021954722264,-0.1201794461764226,63.79,-115.25971154704328,36.19595474635144,0,3,77,17,1,0,0,0
Non_Bloom_2,2024,0.0861834762513054,-0.1268884716227855,0.92,-115.25971154704328,36.19595474635144,0,4,93,2,1,0,0,0
Non_Bloom_2,2024,0.0946250539012236,-0.1345223105530345,66.75,-115.25971154704328,36.19595474635144,0,5,125,4,1,0,0,0
Non_Bloom_2,2024,0.0950855277455284,-0.1350358656751067,6.08,-115.25971154704328,36.19595474635144,0,5,141,20,1,0,0,0
Non_Bloom_2,2024,0.0878321661690141,-0.1288161234473364,0.01,-115.25971154704328,36.19595474635144,0,6,157,5,0,1,0,0
Non_Bloom_2,2024,0.0845727357370749,-0.1258533432312336,0.0,-115.25971154704328,36.19595474635144,0,6,173,21,0,1,0,0
Non_Bloom_2,2024,0.0830756318028033,-0.1254042672430429,0.0,-115.25971154704328,36.19595474635144,0,7,189,7,0,1,0,0
Non_Bloom_2,2024,0.0666732370245245,-0.0944779339704347,23.31,-115.25971154704328,36.19595474635144,0,7,205,23,0,1,0,0
Non_Bloom_2,2024,0.0728779477001443,-0.1086302676211206,4.2,-115.25971154704328,36.19595474635144,0,8,221,8,0,1,0,0
Non_Bloom_2,2024,0.083467252461671,-0.1240703677995199,1.24,-115.25971154704328,36.19595474635144,0,8,237,24,0,1,0,0
Non_Bloom_2,2024,0.0868804655878463,-0.1259614467074472,5.88,-115.25971154704328,36.19595474635144,0,9,253,9,0,0,1,0
Non_Bloom_2,2024,0.083311974206099,-0.1230004659871172,0.01,-115.25971154704328,36.19595474635144,0,9,269,25,0,0,1,0
Non_Bloom_2,2024,0.0853552961003228,-0.121512381993143,28.07,-115.25971154704328,36.19595474635144,0,10,285,11,0,0,1,0
Non_Bloom_2,2024,0.0826902145458148,-0.1225066973943496,67.6,-115.25971154704328,36.19595474635144,0,10,301,27,0,0,1,0
Non_Bloom_2,2024,0.0796499080840675,-0.1178741497125251,0.1,-115.25971154704328,36.19595474635144,0,11,317,12,0,0,1,0
Non_Bloom_2,2024,0.0910447261200275,-0.129656373813914,0.06,-115.25971154704328,36.19595474635144,0,11,333,28,0,0,1,0
Non_Bloom_1,2024,0.1334491523913718,-0.1244702733352817,4.62,-118.15401135088946,33.89481895669643,0,2,45,14,0,0,0,1
Non_Bloom_1,2024,0.1614083123107226,-0.1639771338784372,56.06,-118.15401135088946,33.89481895669643,0,3,77,17,1,0,0,0
Non_Bloom_1,2024,0.1219500323965157,-0.1343816984101124,22.82,-118.15401135088946,33.89481895669643,0,7,205,23,0,1,0,0
Non_Bloom_1,2024,0.1129065665515439,-0.1256915685108169,0.06,-118.15401135088946,33.89481895669643,0,11,333,28,0,0,1,0
Non_Bloom_1,2024,0.1116405642324826,-0.1202427056690044,0.25,-118.15401135088946,33.89481895669643,0,1,13,13,0,0,0,1
Non_Bloom_1,2024,0.1152101251065518,-0.1244526385943378,0.1,-118.15401135088946,33.89481895669643,0,1,29,29,0,0,0,1
Non_Bloom_1,2024,0.1133999853964812,-0.1197925494903961,14.48,-118.15401135088946,33.89481895669643,0,2,45,14,0,0,0,1
Non_Bloom_1,2024,0.1311001577682945,-0.1314986645856473,20.1,-118.15401135088946,33.89481895669643,0,3,61,1,1,0,0,0
Non_Bloom_1,2024,0.1253752764025445,-0.1319150242462204,20.75,-118.15401135088946,33.89481895669643,0,3,77,17,1,0,0,0
Non_Bloom_1,2024,0.1279470721561706,-0.1361522624914352,0.2,-118.15401135088946,33.89481895669643,0,4,93,2,1,0,0,0
Non_Bloom_1,2024,0.1591139771062683,-0.1588435651437862,35.22,-118.15401135088946,33.89481895669643,0,5,141,20,1,0,0,0
Non_Bloom_1,2024,0.1345846403265763,-0.1429457782129336,37.83,-118.15401135088946,33.89481895669643,0,6,157,5,0,1,0,0
Non_Bloom_1,2024,0.1222618797388701,-0.1367667429473573,21.61,-118.15401135088946,33.89481895669643,0,6,173,21,0,1,0,0
Non_Bloom_1,2024,0.120097446991746,-0.1340833676794542,24.39,-118.15401135088946,33.89481895669643,0,7,189,7,0,1,0,0
Non_Bloom_1,2024,0.1199198464560323,-0.1338388778755325,23.08,-118.15401135088946,33.89481895669643,0,7,205,23,0,1,0,0
Non_Bloom_1,2024,0.1130380268714261,-0.1268932261357103,29.15,-118.15401135088946,33.89481895669643,0,8,221,8,0,1,0,0
Non_Bloom_1,2024,0.1126560010772173,-0.1274148977736228,1.57,-118.15401135088946,33.89481895669643,0,8,237,24,0,1,0,0
Non_Bloom_1,2024,0.1104250986545068,-0.1236809818381109,1.04,-118.15401135088946,33.89481895669643,0,9,253,9,0,0,1,0
Non_Bloom_1,2024,0.1131831553293182,-0.1218845572812045,33.88,-118.15401135088946,33.89481895669643,0,9,269,25,0,0,1,0
Non_Bloom_1,2024,0.1082965068977087,-0.1202849325205452,24.98,-118.15401135088946,33.89481895669643,0,10,285,11,0,0,1,0
Non_Bloom_1,2024,0.1035910437124141,-0.1171476514937601,33.39,-118.15401135088946,33.89481895669643,0,10,301,27,0,0,1,0
Non_Bloom_1,2024,0.1040517607197505,-0.1172985016294229,0.21,-118.15401135088946,33.89481895669643,0,11,317,12,0,0,1,0
Non_Bloom_1,2024,0.0990968617783982,-0.1128623253203482,17.25,-118.15401135088946,33.89481895669643,0,11,333,28,0,0,1,0
Non_Bloom_1,2024,0.0779714369864284,-0.0886135646990836,39.04,-118.15401135088946,33.89481895669643,0,12,349,14,0,0,0,1
Non_Bloom_1,2024,0.1156776027228442,-0.1157833679787689,52.19,-118.15401135088946,33.89481895669643,0,2,52,21,0,0,0,1
Non_Bloom_1,2024,0.1117574477224529,-0.1203883312107036,1.93,-118.15401135088946,33.89481895669643,0,3,68,8,1,0,0,0
Non_Bloom_1,2024,0.115795028351089,-0.1259447448348899,62.3,-118.15401135088946,33.89481895669643,0,3,84,24,1,0,0,0
Non_Bloom_1,2024,0.1150440889905962,-0.1269142660289126,0.61,-118.15401135088946,33.89481895669643,0,4,100,9,1,0,0,0
Non_Bloom_1,2024,0.115989377546301,-0.1265366696147022,15.04,-118.15401135088946,33.89481895669643,0,5,132,11,1,0,0,0
Non_Bloom_1,2024,0.1128011947463289,-0.1245528696033516,13.48,-118.15401135088946,33.89481895669643,0,5,148,27,1,0,0,0
Non_Bloom_1,2024,0.1216718450074815,-0.1327493285592463,17.77,-118.15401135088946,33.89481895669643,0,6,164,12,0,1,0,0
Non_Bloom_1,2024,0.108185869364631,-0.1241937828473075,2.63,-118.15401135088946,33.89481895669643,0,6,180,28,0,1,0,0
Non_Bloom_1,2024,0.1103926147940199,-0.1233107364527756,14.73,-118.15401135088946,33.89481895669643,0,7,196,14,0,1,0,0
Non_Bloom_1,2024,0.1035669205584913,-0.1208336900474756,5.05,-118.15401135088946,33.89481895669643,0,7,212,30,0,1,0,0
Non_Bloom_1,2024,0.1011739755441912,-0.1180927311470591,0.01,-118.15401135088946,33.89481895669643,0,8,228,15,0,1,0,0
Non_Bloom_1,2024,0.1005775014193836,-0.1145104333690557,7.43,-118.15401135088946,33.89481895669643,0,8,244,31,0,1,0,0
Non_Bloom_1,2024,0.1049446763017496,-0.1189200339976862,19.67,-118.15401135088946,33.89481895669643,0,9,260,16,0,0,1,0
Non_Bloom_1,2024,0.0956678535976125,-0.1094301696792149,10.7,-118.15401135088946,33.89481895669643,0,10,276,2,0,0,1,0
Non_Bloom_1,2024,0.0902344696167319,-0.1063414856809622,0.03,-118.15401135088946,33.89481895669643,0,10,292,18,0,0,1,0
Non_Bloom_1,2024,0.0909953831495562,-0.105245851788964,16.75,-118.15401135088946,33.89481895669643,0,11,308,3,0,0,1,0
Non_Bloom_1,2024,0.0884431371648097,-0.1022934886647542,13.0,-118.15401135088946,33.89481895669643,0,11,324,19,0,0,1,0
Non_Bloom_1,2024,0.131143945973855,-0.1341720681153504,17.77,-118.15401135088946,33.89481895669643,0,12,340,5,0,0,0,1
Non_Bloom_1,2024,0.0800890194341802,-0.0908266916255222,3.63,-118.15401135088946,33.89481895669643,0,12,356,21,0,0,0,1
Non_Bloom_1,2024,0.127793073574962,-0.1310301329506597,33.93,-118.15401135088946,33.89481895669643,0,2,52,21,0,0,0,1
Non_Bloom_1,2024,0.1140105151111994,-0.1240749673934676,0.79,-118.15401135088946,33.89481895669643,0,3,68,8,1,0,0,0
Non_Bloom_1,2024,0.1169644158941319,-0.1285451855083708,19.66,-118.15401135088946,33.89481895669643,0,3,84,24,1,0,0,0
Non_Bloom_1,2024,0.1180296734729644,-0.1312219666299811,0.03,-118.15401135088946,33.89481895669643,0,4,100,9,1,0,0,0
Non_Bloom_1,2024,0.1102478651988138,-0.1275378014174078,75.21,-118.15401135088946,33.89481895669643,0,6,180,28,0,1,0,0
Non_Bloom_1,2024,0.1054842345039729,-0.1240359027174886,60.78,-118.15401135088946,33.89481895669643,0,7,212,30,0,1,0,0
Non_Bloom_1,2024,0.103175557484178,-0.1216568453769952,1.23,-118.15401135088946,33.89481895669643,0,8,228,15,0,1,0,0
Non_Bloom_1,2024,0.1017236093561694,-0.1172683595528553,78.05,-118.15401135088946,33.89481895669643,0,8,244,31,0,1,0,0
Non_Bloom_1,2024,0.1053004475249134,-0.1210549831736197,14.33,-118.15401135088946,33.89481895669643,0,9,260,16,0,0,1,0
Non_Bloom_1,2024,0.0965524832865278,-0.1114560041149283,55.23,-118.15401135088946,33.89481895669643,0,10,276,2,0,0,1,0
Non_Bloom_1,2024,0.0915311151275362,-0.1089696074488447,0.2,-118.15401135088946,33.89481895669643,0,10,292,18,0,0,1,0
Non_Bloom_1,2024,0.0922811955226703,-0.1076921305217514,0.27,-118.15401135088946,33.89481895669643,0,11,308,3,0,0,1,0
Non_Bloom_1,2024,0.0896210013043904,-0.1051956415508622,33.79,-118.15401135088946,33.89481895669643,0,11,324,19,0,0,1,0
Non_Bloom_1,2024,0.080311913654975,-0.0923196536192679,18.52,-118.15401135088946,33.89481895669643,0,12,356,21,0,0,0,1
Non_Bloom_6,2024,0.1189223934965622,-0.0373068161962942,2.72,-119.57393390353316,37.73835106740883,0,1,11,11,0,0,0,1
Non_Bloom_6,2024,0.2489747681203141,-0.1776909726034496,44.45,-119.57393390353316,37.73835106740883,0,1,27,27,0,0,0,1
Non_Bloom_6,2024,0.1737853041528456,-0.1573028515375803,1.86,-119.57393390353316,37.73835106740883,0,2,59,28,0,0,0,1
Non_Bloom_6,2024,0.1757085061910733,-0.1644451885421383,40.39,-119.57393390353316,37.73835106740883,0,3,75,15,1,0,0,0
Non_Bloom_6,2024,0.1830643537085552,-0.1818720298932447,5.18,-119.57393390353316,37.73835106740883,0,4,107,16,1,0,0,0
Non_Bloom_6,2024,0.1812553368923438,-0.1851394675024031,4.25,-119.57393390353316,37.73835106740883,0,5,123,2,1,0,0,0
Non_Bloom_6,2024,0.1962969909709775,-0.2004026912294234,18.82,-119.57393390353316,37.73835106740883,0,5,139,18,1,0,0,0
Non_Bloom_6,2024,0.2137530563654226,-0.2198302772845483,2.98,-119.57393390353316,37.73835106740883,0,6,171,19,0,1,0,0
Non_Bloom_6,2024,0.2200665981913644,-0.2243953672191539,1.14,-119.57393390353316,37.73835106740883,0,7,187,5,0,1,0,0
Non_Bloom_6,2024,0.2234656057108753,-0.2276078949726584,9.33,-119.57393390353316,37.73835106740883,0,7,203,21,0,1,0,0
Non_Bloom_6,2024,0.2184780046345908,-0.2240832747657495,0.82,-119.57393390353316,37.73835106740883,0,8,219,6,0,1,0,0
Non_Bloom_6,2024,0.2101703696074551,-0.2183747481482396,0.74,-119.57393390353316,37.73835106740883,0,8,235,22,0,1,0,0
Non_Bloom_6,2024,0.2079499316497871,-0.2155877696694342,20.13,-119.57393390353316,37.73835106740883,0,9,251,7,0,0,1,0
Non_Bloom_6,2024,0.1986745980147228,-0.2075868178600417,0.93,-119.57393390353316,37.73835106740883,0,9,267,23,0,0,1,0
Non_Bloom_6,2024,0.1879435191304559,-0.1971893079777383,0.48,-119.57393390353316,37.73835106740883,0,10,283,9,0,0,1,0
Non_Bloom_6,2024,0.2028833344345244,-0.2140941619088006,31.94,-119.57393390353316,37.73835106740883,0,10,299,25,0,0,1,0
Non_Bloom_6,2024,0.173484174469083,-0.181686076873808,36.62,-119.57393390353316,37.73835106740883,0,11,315,10,0,0,1,0
Non_Bloom_6,2024,0.2264621339989714,-0.2103016603348909,35.73,-119.57393390353316,37.73835106740883,0,12,363,28,0,0,0,1
Non_Bloom_6,2024,0.338198377592437,-0.2837370321240323,54.55,-119.57393390353316,37.73835106740883,0,2,50,19,0,0,0,1
Non_Bloom_6,2024,0.1847168837223829,-0.1891639932285158,12.42,-119.57393390353316,37.73835106740883,0,3,82,22,1,0,0,0
Non_Bloom_6,2024,0.1681085565970912,-0.1505162070415494,14.29,-119.57393390353316,37.73835106740883,0,4,98,7,1,0,0,0
Non_Bloom_6,2024,0.1835246259362998,-0.1899868220830999,32.95,-119.57393390353316,37.73835106740883,0,4,114,23,1,0,0,0
Non_Bloom_6,2024,0.1845679994957587,-0.1963783703249452,1.37,-119.57393390353316,37.73835106740883,0,5,130,9,1,0,0,0
Non_Bloom_6,2024,0.1834291754694606,-0.1992395656150782,16.71,-119.57393390353316,37.73835106740883,0,5,146,25,1,0,0,0
Non_Bloom_6,2024,0.1969930707151575,-0.2110984441515786,1.3,-119.57393390353316,37.73835106740883,0,6,162,10,0,1,0,0
Non_Bloom_6,2024,0.2118956474860146,-0.224541328350476,3.77,-119.57393390353316,37.73835106740883,0,6,178,26,0,1,0,0
Non_Bloom_6,2024,0.2071611709831096,-0.2177114682644352,4.84,-119.57393390353316,37.73835106740883,0,7,194,12,0,1,0,0
Non_Bloom_6,2024,0.2105813168756204,-0.2273168535978695,1.42,-119.57393390353316,37.73835106740883,0,7,210,28,0,1,0,0
Non_Bloom_6,2024,0.2057472137175505,-0.2240029851542567,0.13,-119.57393390353316,37.73835106740883,0,8,226,13,0,1,0,0
Non_Bloom_6,2024,0.1977492753220177,-0.215793885643196,0.92,-119.57393390353316,37.73835106740883,0,8,242,29,0,1,0,0
Non_Bloom_6,2024,0.1927164562492334,-0.2137030837266451,1.23,-119.57393390353316,37.73835106740883,0,9,258,14,0,0,1,0
Non_Bloom_6,2024,0.1869246665213393,-0.2079345573422259,0.06,-119.57393390353316,37.73835106740883,0,9,274,30,0,0,1,0
Non_Bloom_6,2024,0.1761021029914672,-0.1925078859549715,48.02,-119.57393390353316,37.73835106740883,0,11,306,1,0,0,1,0
Non_Bloom_6,2024,0.1985118178800481,-0.2079892777162298,19.14,-119.57393390353316,37.73835106740883,0,11,322,17,0,0,1,0
Non_Bloom_6,2024,0.1712043859813943,-0.1719689557561257,7.04,-119.57393390353316,37.73835106740883,0,12,338,3,0,0,0,1
Non_Bloom_6,2024,0.1732217943712836,-0.1750588188110849,61.05,-119.57393390353316,37.73835106740883,0,12,354,19,0,0,0,1
Non_Bloom_8,2024,0.0393379763847374,-0.0512059887113603,6.47,-73.93224598096674,40.693344962008375,0,1,8,8,0,0,0,1
Non_Bloom_8,2024,0.0299094979827916,-0.0450521031390239,0.45,-73.93224598096674,40.693344962008375,0,2,56,25,0,0,0,1
Non_Bloom_8,2024,0.0329924382466162,-0.0479149915091063,0.13,-73.93224598096674,40.693344962008375,0,3,72,12,1,0,0,0
Non_Bloom_8,2024,0.0776375735869804,-0.0850391417154478,0.89,-73.93224598096674,40.693344962008375,0,4,120,29,1,0,0,0
Non_Bloom_8,2024,0.1196840161221558,-0.1285597684791444,14.23,-73.93224598096674,40.693344962008375,0,5,152,31,1,0,0,0
Non_Bloom_8,2024,0.1204445770050689,-0.1296463554509647,39.49,-73.93224598096674,40.693344962008375,0,6,168,16,0,1,0,0
Non_Bloom_8,2024,0.1166916260569007,-0.1270263465660338,0.44,-73.93224598096674,40.693344962008375,0,7,184,2,0,1,0,0
Non_Bloom_8,2024,0.1255335121023789,-0.1328174242614469,78.92,-73.93224598096674,40.693344962008375,0,7,200,18,0,1,0,0
Non_Bloom_8,2024,0.1199971328145355,-0.1268099924038578,18.73,-73.93224598096674,40.693344962008375,0,8,216,3,0,1,0,0
Non_Bloom_8,2024,0.085986483272145,-0.0935678068575005,47.23,-73.93224598096674,40.693344962008375,0,8,232,19,0,1,0,0
Non_Bloom_8,2024,0.1060893767898594,-0.1135790320258378,0.41,-73.93224598096674,40.693344962008375,0,9,248,4,0,0,1,0
Non_Bloom_8,2024,0.1045142779409004,-0.1116112914160074,56.85,-73.93224598096674,40.693344962008375,0,9,264,20,0,0,1,0
Non_Bloom_8,2024,0.0957301681892354,-0.1037514213694759,2.36,-73.93224598096674,40.693344962008375,0,10,280,6,0,0,1,0
Non_Bloom_8,2024,0.0797562259706016,-0.0892298095457738,0.11,-73.93224598096674,40.693344962008375,0,10,296,22,0,0,1,0
Non_Bloom_8,2024,0.0642635598471297,-0.0766550942829865,25.92,-73.93224598096674,40.693344962008375,0,11,312,7,0,0,1,0
Non_Bloom_8,2024,0.0593597072703623,-0.0726313445518095,71.46,-73.93224598096674,40.693344962008375,0,11,328,23,0,0,1,0
Non_Bloom_8,2024,0.0301410443446285,-0.0453967383372091,14.05,-73.93224598096674,40.693344962008375,0,2,47,16,0,0,0,1
Non_Bloom_8,2024,0.0324196164291237,-0.048017258537747,7.49,-73.93224598096674,40.693344962008375,0,3,63,3,1,0,0,0
Non_Bloom_8,2024,0.0345898055362854,-0.0516975205169191,51.86,-73.93224598096674,40.693344962008375,0,3,79,19,1,0,0,0
Non_Bloom_8,2024,0.1070616730504674,-0.117795598320169,7.83,-73.93224598096674,40.693344962008375,0,5,143,22,1,0,0,0
Non_Bloom_8,2024,0.1096781118825299,-0.1218626985676903,20.87,-73.93224598096674,40.693344962008375,0,6,159,7,0,1,0,0
Non_Bloom_8,2024,0.1046420167758762,-0.1144691120865788,7.56,-73.93224598096674,40.693344962008375,0,8,223,10,0,1,0,0
Non_Bloom_8,2024,0.1202351174139168,-0.1087937354168693,7.83,-73.93224598096674,40.693344962008375,0,8,239,26,0,1,0,0
Non_Bloom_8,2024,0.0963938108381592,-0.1056870510094818,0.45,-73.93224598096674,40.693344962008375,0,9,255,11,0,0,1,0
Non_Bloom_8,2024,0.0767511766663877,-0.0812027586005021,27.4,-73.93224598096674,40.693344962008375,0,10,287,13,0,0,1,0
Non_Bloom_8,2024,0.0684155886775458,-0.0743128715809002,29.47,-73.93224598096674,40.693344962008375,0,10,303,29,0,0,1,0
Non_Bloom_8,2024,0.0428447754150024,-0.0555822303724528,2.42,-73.93224598096674,40.693344962008375,0,11,335,30,0,0,1,0
Non_Bloom_7,2024,0.1854066163539858,-0.1896613680563628,2.96,-83.61273098446513,35.62715942043859,0,1,11,11,0,0,0,1
Non_Bloom_7,2024,0.2578619429462831,-0.2568665428153026,39.3,-83.61273098446513,35.62715942043859,0,3,91,31,1,0,0,0
