id,Site,Type,date,year,NDVI,NDWI,cloud_cover
18,Picacho Peak State Park,Wild,2021-02-25,2021,0.07285802398212111,-0.12722286083178672,0.07
4,Black Canyon City,Wild,2021-01-15,2021,0.08807941169742689,-0.12999682339955168,0.12
23,Suguaro Lake,Wild,2021-01-15,2021,0.08125692000699256,-0.13274234143617186,0.12
4,Black Canyon City,Wild,2021-01-31,2021,0.08600172254437971,-0.12264896875384916,2.96
23,Suguaro Lake,Wild,2021-01-31,2021,0.08079279755314933,-0.1291732294833082,2.96
4,Black Canyon City,Wild,2021-02-16,2021,0.10515861884450634,-0.13739353128017226,24.77
23,Suguaro Lake,Wild,2021-02-16,2021,0.0962114763046462,-0.14058599544563813,24.77
4,Black Canyon City,Wild,2021-01-15,2021,0.08464881456421867,-0.12349236676551009,0.07
9,Estrella Mountain Regional Park,Wild,2021-01-15,2021,0.06847341962456999,-0.11117346671699666,0.07
22,South Mountain Park and Preserve,Wild,2021-01-15,2021,0.067998656687915,-0.10291307262678927,0.07
23,Suguaro Lake,Wild,2021-01-15,2021,0.08403529443199763,-0.13307711049699317,0.07
4,Black Canyon City,Wild,2021-01-31,2021,0.08284835309181375,-0.11733711871658893,1.78
9,Estrella Mountain Regional Park,Wild,2021-01-31,2021,0.07101643743189384,-0.1099954948208657,1.78
22,South Mountain Park and Preserve,Wild,2021-01-31,2021,0.07212516330567213,-0.10415946758127567,1.78
23,Suguaro Lake,Wild,2021-01-31,2021,0.08391904188520394,-0.13015030771241773,1.78
4,Black Canyon City,Wild,2021-02-16,2021,0.10167153825191387,-0.13292473959756804,1.62
9,Estrella Mountain Regional Park,Wild,2021-02-16,2021,0.0733814282847587,-0.11380759956903921,1.62
22,South Mountain Park and Preserve,Wild,2021-02-16,2021,0.0780374630703788,-0.10956337510216027,1.62
23,Suguaro Lake,Wild,2021-02-16,2021,0.09817682673540895,-0.14049397342521092,1.62
11,Gold Butte National Monument,Wild,2021-01-06,2021,0.07914456361433217,-0.13278265900772868,45.1
11,Gold Butte National Monument,Wild,2021-02-07,2021,0.07698783853162933,-0.1296413737340059,0.42
11,Gold Butte National Monument,Wild,2021-02-23,2021,0.07956124660709248,-0.13286725718815348,0.37
12,Golden Valley,Wild,2021-01-06,2021,0.07510115554321163,-0.1310603872469005,49.22
12,Golden Valley,Wild,2021-02-07,2021,0.07706446537910869,-0.13417728123032027,0.39
12,Golden Valley,Wild,2021-02-23,2021,0.07533136550066126,-0.13153132407135684,1.9
11,Gold Butte National Monument,Wild,2021-01-13,2021,0.07834349543991495,-0.1321632421317307,30.38
12,Golden Valley,Wild,2021-01-13,2021,0.07826036358725028,-0.13625386666681255,30.38
11,Gold Butte National Monument,Wild,2021-02-14,2021,0.07284704420562522,-0.13374338486692736,39.02
12,Golden Valley,Wild,2021-02-14,2021,0.07800389661919295,-0.13384928387407113,39.02
12,Golden Valley,Wild,2021-01-13,2021,0.07512445098357334,-0.13116955136485905,17.38
12,Golden Valley,Wild,2021-01-29,2021,0.06554287004888715,-0.10191809871154205,56.97
12,Golden Valley,Wild,2021-02-14,2021,0.07352303746987152,-0.1267130960038275,25.26
2,Anza-Borrego Desert State Park,Wild,2021-01-13,2021,0.05954229309273516,-0.10817042713790995,5.72
2,Anza-Borrego Desert State Park,Wild,2021-01-29,2021,0.0623452608883233,-0.11186771852802146,43.94
2,Anza-Borrego Desert State Park,Wild,2021-02-14,2021,0.053571624568664225,-0.10438819984524708,79.51
8,Chino Hills,Wild,2021-01-04,2021,0.13247664858340366,-0.15576500549515077,1.18
8,Chino Hills,Wild,2021-01-20,2021,0.14380108546553036,-0.16510458625722021,69.62
8,Chino Hills,Wild,2021-02-05,2021,0.17407327534314465,-0.18384355623893486,1.17
8,Chino Hills,Wild,2021-02-21,2021,0.21184608013242767,-0.21460211346143543,0.62
5,Carlsbad Ranch,Plantation,2021-01-04,2021,0.10729318036387732,-0.15089443446257947,11.11
2,Anza-Borrego Desert State Park,Wild,2021-01-04,2021,0.07395428447346163,-0.11779101355374513,11.11
8,Chino Hills,Wild,2021-01-04,2021,0.13035490942921527,-0.15554985050622352,11.11
